"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"HXJKH9PJ","journalArticle","2025","Novato, Thiago da Silva; Albuquerque, Ulysses Paulino de; Campos, Juliana Loureiro de Almeida; Soldati, Gustavo Taboada","Assessment of demographic sustainability of Comanthera elegans under traditional management in the Brazilian savanna","Conservation Biology","","","","","","2025","2026-06-21 20:16:13","2026-06-21 20:16:13","","e70028","","3","39","","","","","","","","Wiley Online Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XZUZSUB4","journalArticle","2025","Novato, Thiago da Silva; Albuquerque, Ulysses Paulino de; Campos, Juliana Loureiro de Almeida; Soldati, Gustavo Taboada","Assessment of demographic sustainability of Comanthera elegans under traditional management in the Brazilian savanna","Conservation Biology","","","","","","2025","2026-06-21 20:16:13","2026-06-21 20:16:13","","e70028","","3","39","","","","","","","","Wiley Online Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RUPLEGGL","journalArticle","2025","Talbert, Marian; Feuka, Abigail; Miller, Ryan S; Pepin, Kim; Zipperer, Lara","Determinants of variation in epidemiological parameters for African Swine Fever virus","Preventive Veterinary Medicine","","","","","","2025","2026-06-21 20:16:13","2026-06-21 20:16:13","","106758","","","","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WQGVC4VR","journalArticle","2025","Talbert, Marian; Feuka, Abigail; Miller, Ryan S; Pepin, Kim; Zipperer, Lara","Determinants of variation in epidemiological parameters for African Swine Fever virus","Preventive Veterinary Medicine","","","","","","2025","2026-06-21 20:16:14","2026-06-21 20:16:14","","106758","","","","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5Q3G53S5","journalArticle","2025","Baranger, David AA; Gorelik, Aaron J; Paul, Sarah E; Hatoum, Alexander S; Dosenbach, Nico; Bogdan, Ryan","Enhancing task fMRI individual difference research with neural signatures","MedRxiv","","","","","","2025","2026-06-21 20:16:14","2026-06-21 20:16:14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L8LNUXTJ","journalArticle","2025","Baranger, David AA; Gorelik, Aaron J; Paul, Sarah E; Hatoum, Alexander S; Dosenbach, Nico; Bogdan, Ryan","Enhancing task fMRI individual difference research with neural signatures","MedRxiv","","","","","","2025","2026-06-21 20:16:14","2026-06-21 20:16:14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2HLPYYQZ","journalArticle","2025","Murray, Christopher M; Coleman, Tyler Steven; Gabel, Wray; Krauss, Ken W","American alligators (Alligator mississippiensis) as wetland ecosystem carbon stock regulators","Scientific Reports","","","","","","2025","2026-06-21 20:16:14","2026-06-21 20:16:14","","3423","","1","15","","","","","","","","Nature Publishing Group UK London","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SIKKNKFY","journalArticle","2025","Murray, Christopher M; Coleman, Tyler Steven; Gabel, Wray; Krauss, Ken W","American alligators (Alligator mississippiensis) as wetland ecosystem carbon stock regulators","Scientific Reports","","","","","","2025","2026-06-21 20:16:14","2026-06-21 20:16:14","","3423","","1","15","","","","","","","","Nature Publishing Group UK London","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7A2EH7QX","journalArticle","2025","Crank, Katherine C; Clements, Emily; Barber, Casey; Papp, Katerina; Gerrity, Daniel","Risk of gastrointestinal illness due to Campylobacter exposure in urban waterways for unsheltered persons experiencing homelessness","Water Research","","","","","","2025","2026-06-21 20:16:14","2026-06-21 20:16:14","","123773","","","282","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EQ725SW8","journalArticle","2025","Crank, Katherine C; Clements, Emily; Barber, Casey; Papp, Katerina; Gerrity, Daniel","Risk of gastrointestinal illness due to Campylobacter exposure in urban waterways for unsheltered persons experiencing homelessness","Water Research","","","","","","2025","2026-06-21 20:16:14","2026-06-21 20:16:14","","123773","","","282","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"URXNR7A9","journalArticle","2025","Brückner, Lotte; Xu, Robin; Tang, Jun; Herrmann, Alexander; Wong, Ivy Tsz-Lo; Zhang, Shu; Tu, Fengyu; Pilon, Madison; Kukalev, Alexander; Pardon, Katharina; others","Oncogene silencing via ecDNA micronucleation","bioRxiv","","","","","","2025","2026-06-21 20:16:14","2026-06-21 20:16:14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VXBUT86C","journalArticle","2025","Brückner, Lotte; Xu, Robin; Tang, Jun; Herrmann, Alexander; Wong, Ivy Tsz-Lo; Zhang, Shu; Tu, Fengyu; Pilon, Madison; Kukalev, Alexander; Pardon, Katharina; others","Oncogene silencing via ecDNA micronucleation","bioRxiv","","","","","","2025","2026-06-21 20:16:14","2026-06-21 20:16:14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FJQ2GI5L","journalArticle","2025","Doraisami, Mahendra; Thomas, Sean C; Gorgolewski, Adam S; Martin, Adam R","The importance of the volatile carbon fraction in estimating deadwood carbon concentrations","Forest Ecology and Management","","","","","","2025","2026-06-21 20:16:14","2026-06-21 20:16:14","","122555","","","581","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74TXAQVF","journalArticle","2025","Doraisami, Mahendra; Thomas, Sean C; Gorgolewski, Adam S; Martin, Adam R","The importance of the volatile carbon fraction in estimating deadwood carbon concentrations","Forest Ecology and Management","","","","","","2025","2026-06-21 20:16:14","2026-06-21 20:16:14","","122555","","","581","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B743Y29B","journalArticle","2025","Hammer, Tracey L; Bize, Pierre; Gineste, Benoit; Robin, Jean-Patrice; Groscolas, René; Viblanc, Vincent A","Life history stage effects on alert and flight initiation distances in king penguins (Aptenodytes patagonicus)","Behavioural processes","","","","","","2025","2026-06-21 20:16:14","2026-06-21 20:16:14","","105166","","","226","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZLMR9KXR","journalArticle","2025","Hammer, Tracey L; Bize, Pierre; Gineste, Benoit; Robin, Jean-Patrice; Groscolas, René; Viblanc, Vincent A","Life history stage effects on alert and flight initiation distances in king penguins (Aptenodytes patagonicus)","Behavioural processes","","","","","","2025","2026-06-21 20:16:14","2026-06-21 20:16:14","","105166","","","226","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BZVQRTDT","journalArticle","2025","Castillo, Silvio Eugenio; Aragón, Roxana; Chacoff, Natacha","Assessment of pollen limitation and pollinators' contribution in soybean (Glycine max)","Plants","","","","","","2025","2026-06-21 20:16:14","2026-06-21 20:16:14","","2964","","19","14","","","","","","","","MDPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WF2M2HDB","journalArticle","2025","Castillo, Silvio Eugenio; Aragón, Roxana; Chacoff, Natacha","Assessment of pollen limitation and pollinators' contribution in soybean (Glycine max)","Plants","","","","","","2025","2026-06-21 20:16:14","2026-06-21 20:16:14","","2964","","19","14","","","","","","","","MDPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UGMWLI3T","journalArticle","2025","Aranibar, Julieta; Molina, Julieta Arco; Neme, Gustavo; Roig, Fidel; Cabral, Diego; Quiroga, Gisela; Dauverné, Armando; Álvarez, Leandro; Gil, Adolfo","Stable isotope composition (C and N) of vegetation in subtropical Andes: Piedmont `anomaly'and its implications for paleo (ecology) and human diet reconstruction","Environmental Archaeology","","","","","","2025","2026-06-21 20:16:14","2026-06-21 20:16:14","","289–302","","3","30","","","","","","","","Taylor & Francis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32AQW72K","journalArticle","2025","Aranibar, Julieta; Molina, Julieta Arco; Neme, Gustavo; Roig, Fidel; Cabral, Diego; Quiroga, Gisela; Dauverné, Armando; Álvarez, Leandro; Gil, Adolfo","Stable isotope composition (C and N) of vegetation in subtropical Andes: Piedmont `anomaly'and its implications for paleo (ecology) and human diet reconstruction","Environmental Archaeology","","","","","","2025","2026-06-21 20:16:14","2026-06-21 20:16:14","","289–302","","3","30","","","","","","","","Taylor & Francis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UTE6KF6B","journalArticle","2025","Quispe-Melgar, Harold Rusbelth; Huayta-Hinojosa, L David; Llacua-Tineo, Yashira Stefani; Ames-Martínez, Fressia N; Lagones Poma, Katherine L; Ticse-Otarola, Ginette; Tomazello-Filho, Mario; Renison, Daniel","Evaluating the performance of Polylepis incana seeds: reassessing their potential for restoration and conservation of high Andean forests","Restoration Ecology","","","","","","2025","2026-06-21 20:16:14","2026-06-21 20:16:14","","e14276","","1","33","","","","","","","","Wiley Online Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"63MKZ2AU","journalArticle","2025","Quispe-Melgar, Harold Rusbelth; Huayta-Hinojosa, L David; Llacua-Tineo, Yashira Stefani; Ames-Martínez, Fressia N; Lagones Poma, Katherine L; Ticse-Otarola, Ginette; Tomazello-Filho, Mario; Renison, Daniel","Evaluating the performance of Polylepis incana seeds: reassessing their potential for restoration and conservation of high Andean forests","Restoration Ecology","","","","","","2025","2026-06-21 20:16:14","2026-06-21 20:16:14","","e14276","","1","33","","","","","","","","Wiley Online Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V5PL6BL6","journalArticle","2025","de Almeida Souza, Allan H; Pott, Arnildo; Bao, Francielli; Damasceno-Junior, Geraldo Alves","Diversity Patterns of Tree Communities Across Multiple Flood Gradients With Separate Fire Histories: Unveiling Patterns in a Wetland Ecosystem","Journal of Vegetation Science","","","","","","2025","2026-06-21 20:16:14","2026-06-21 20:16:14","","e70044","","3","36","","","","","","","","Wiley Online Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
